sequence_number,US,source_a,source_c,source_b,source_d,source_e,source_m,source_o,source_h,source_r,source_s,source_t,source_u,source_p,source_x,source_w,Freq,last_update_days_ago,1st_update_days_ago,Web order,Gender=male,Address_is_res,Purchase,Spending,Partition,,
1239,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,511,945,0,0,1,1,173,t,,
1240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2009,0,1,0,0,0,t,,
1241,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1017,2431,1,1,0,1,254,v,,
1242,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2744,2744,1,1,0,1,230,s,,
1243,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1521,1577,1,0,1,1,40,t,,
1244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,784,784,1,1,1,0,0,t,,
1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1121,1262,1,1,0,1,288,t,,
1246,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2787,2787,1,1,0,0,0,t,,
1247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2255,2255,0,1,0,1,161,s,,
1248,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1618,1639,0,1,1,0,0,t,,
1249,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1436,1463,0,1,1,0,0,t,,
1250,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1275,1323,1,1,1,1,140,s,,
1251,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3548,3548,0,0,0,0,0,v,,
1252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1241,1311,1,0,1,1,255,s,,
1253,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3215,3215,0,0,0,1,230,t,,
1254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1962,1983,0,0,1,0,0,t,,
1255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3403,3403,1,1,0,0,0,t,,
1256,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3564,3564,1,0,1,1,128,v,,
1257,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,463,2109,0,1,0,1,517,v,,
1258,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2569,2569,1,0,0,0,0,t,,
1259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1221,1221,1,1,1,1,164,t,,
1260,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1430,1534,0,1,1,1,65,v,,
1261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,364,364,0,1,0,1,149,s,,
1262,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,0,1,0,0,0,t,,
1263,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,463,772,0,0,1,1,406,v,,
1264,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3304,3304,0,0,0,1,129,t,,
1265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096,4096,0,0,0,0,0,t,,
1266,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2977,2977,0,0,1,0,0,s,,
1267,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3852,3852,1,0,1,0,0,v,,
1268,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3354,3354,0,1,0,0,0,v,,
1269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2274,2274,0,0,0,1,46,t,,
1270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1221,1221,1,1,1,1,44,t,,
1271,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3464,3464,1,1,0,0,0,t,,
1272,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3269,3269,1,0,0,0,0,v,,
1273,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3426,3426,1,0,0,1,198,v,,
1274,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3243,3278,1,0,1,1,7,s,,
1275,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3883,3883,1,0,1,1,128,v,,
1276,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3353,3353,1,0,0,1,213,s,,
1277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1147,1147,1,1,0,1,201,t,,
1278,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3852,3852,0,0,1,0,0,v,,
1279,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2527,2527,1,0,0,1,161,v,,
1280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1758,1787,0,0,0,1,230,v,,
1281,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,216,216,0,0,1,0,0,v,,
1282,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,792,2831,1,1,1,0,0,v,,
1283,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3717,3717,0,1,0,0,0,s,,
1284,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3755,3755,0,1,0,0,0,v,,
1285,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4188,4188,1,0,0,0,0,t,,
1286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,666,826,0,0,0,1,265,t,,
1287,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3605,3944,0,0,0,1,246,t,,
1288,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3536,3536,0,1,0,0,0,v,,
1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,255,408,1,1,0,1,318,v,,
1290,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2915,2915,0,1,1,0,0,v,,
1291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,3401,0,0,0,0,0,t,,
1292,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1857,3662,0,1,0,1,240,t,,
1293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,890,890,1,1,0,0,0,s,,
1294,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2807,2807,1,0,0,1,54,v,,
1295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,167,167,0,0,1,0,0,v,,
1296,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1897,1897,0,0,0,1,165,v,,
1297,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2618,2618,0,0,0,0,0,t,,
1298,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1969,2075,1,0,1,1,171,t,,
1299,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3709,3709,1,1,0,1,98,t,,
1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,217,217,1,1,0,1,40,t,,
1301,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2773,2773,1,0,0,0,0,v,,
1302,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3430,3430,0,0,0,0,0,s,,
1303,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,295,3020,1,1,1,1,531,v,,
1304,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3944,3944,0,1,0,0,0,t,,
1305,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2914,2914,1,1,0,1,85,t,,
1306,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,1,0,0,0,0,t,,
1307,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3328,3328,0,1,0,0,0,t,,
1308,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1521,1583,1,1,1,0,0,t,,
1309,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1752,1771,0,0,1,0,0,s,,
1310,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,1,0,0,0,0,v,,
1311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2850,3458,1,1,1,1,129,v,,
1312,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1752,1774,1,1,1,0,0,t,,
1313,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,72,2485,1,1,0,1,229,v,,
1314,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,744,3150,0,1,1,0,0,t,,
1315,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2128,2128,0,0,0,0,0,s,,
1316,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1128,3376,1,1,0,1,1289,t,,
1317,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,0,1,0,0,0,v,,
1318,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3104,3104,0,1,1,0,0,v,,
1319,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2310,2317,0,1,0,1,100,t,,
1320,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,897,897,1,0,0,0,0,v,,
1321,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2235,2256,1,0,0,1,390,v,,
1322,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1878,1878,1,1,0,1,35,s,,
1323,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3020,3020,0,1,0,1,129,s,,
1324,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1592,1652,1,0,1,1,40,t,,
1325,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,14,1235,1,0,1,1,303,s,,
1326,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,1,0,0,0,t,,
1327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,462,462,0,1,0,0,0,s,,
1328,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2696,2696,0,0,0,1,230,t,,
1329,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3066,3066,0,1,1,0,0,t,,
1330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2101,2101,0,1,0,1,146,t,,
1331,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1581,3660,0,1,0,1,158,t,,
1332,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1168,1963,0,1,1,1,40,t,,
1333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1882,1935,0,1,1,0,0,t,,
1334,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2383,2383,0,0,0,1,161,s,,
1335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2548,2799,1,1,0,1,236,s,,
1336,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2912,2912,0,1,0,1,161,t,,
1337,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1021,2355,1,0,0,1,182,v,,
1338,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4157,4157,1,0,0,0,0,v,,
1339,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1701,1815,0,1,0,1,192,t,,
1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,3401,1,0,0,0,0,s,,
1341,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,289,3020,0,1,0,1,1214,t,,
1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,3401,0,0,0,0,0,s,,
1343,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3374,3453,1,0,0,1,130,t,,
1344,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1491,1491,0,1,0,0,0,t,,
1345,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2719,2719,1,0,0,1,105,t,,
1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1228,1228,0,1,0,0,0,v,,
1347,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,1,1,0,0,0,t,,
1348,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,647,647,1,0,0,0,0,s,,
1349,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2982,2982,0,1,0,0,0,t,,
1350,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,995,3125,1,1,0,1,236,v,,
1351,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,178,216,0,1,0,0,0,s,,
1352,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1780,3975,0,1,1,0,0,s,,
1353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,653,653,0,0,0,1,263,t,,
1354,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1995,2877,0,1,1,1,220,t,,
1355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394,3394,1,0,0,0,0,s,,
1356,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,0,1,0,0,0,v,,
1357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2268,2268,1,1,0,0,0,t,,
1358,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2725,2725,1,1,0,0,0,t,,
1359,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2400,2400,0,1,0,1,161,v,,
1360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1512,1512,1,0,0,0,0,v,,
1361,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3620,3650,1,0,0,1,72,t,,
1362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,429,440,0,1,0,1,303,v,,
1363,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2318,2318,0,0,0,1,85,t,,
1364,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3489,3489,0,1,0,0,0,t,,
1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1058,1058,1,0,1,0,0,t,,
1366,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28,28,0,0,0,1,255,s,,
1367,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2173,2185,0,0,0,0,0,t,,
1368,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1879,3914,1,1,1,1,258,v,,
1369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2982,2982,0,1,0,0,0,t,,
1370,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2891,2897,1,1,0,1,153,v,,
1371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1920,1942,1,1,1,1,130,t,,
1372,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1646,1694,0,1,1,0,0,s,,
1373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,822,2478,0,0,0,1,429,s,,
1374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1962,1983,0,0,1,0,0,t,,
1375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1100,1100,1,0,0,1,164,v,,
1376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2863,3397,0,1,0,0,0,v,,
1377,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2333,3642,0,1,0,1,175,t,,
1378,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3660,3660,1,1,0,0,0,t,,
1379,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3159,3159,0,0,0,0,0,s,,
1380,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2962,3248,1,1,0,1,128,s,,
1381,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3122,3122,0,0,0,0,0,t,,
1382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,608,608,1,1,0,0,0,t,,
1383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2901,2901,0,1,0,0,0,t,,
1384,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3157,3157,1,1,0,1,220,t,,
1385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,890,890,0,1,0,0,0,t,,
1386,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2400,3159,1,1,0,1,13,v,,
1387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,644,644,0,1,0,0,0,v,,
1388,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2677,2677,0,0,0,1,161,v,,
1389,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,772,3120,0,0,0,1,551,s,,
1390,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2887,3167,0,1,0,1,162,s,,
1391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1261,1261,1,0,1,1,45,v,,
1392,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1346,1386,0,0,0,0,0,s,,
1393,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2765,2765,0,1,0,0,0,t,,
1394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,2900,1,0,0,0,0,s,,
1395,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2508,2508,0,0,1,0,0,v,,
1396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018,2022,0,0,0,0,0,v,,
1397,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1801,1828,0,0,1,0,0,s,,
1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,255,255,1,0,0,1,244,s,,
1399,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,217,3747,1,1,1,1,81,v,,
1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,658,658,0,1,1,1,203,v,,
1401,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2723,2723,0,1,0,0,0,v,,
1402,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2464,2464,0,0,0,1,35,v,,
1403,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1842,1865,0,1,1,0,0,t,,
1404,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2960,3103,0,0,1,1,160,v,,
1405,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,0,0,0,0,0,t,,
1406,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1498,1512,0,1,1,0,0,s,,
1407,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1242,1242,0,0,0,0,0,t,,
1408,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3249,3249,0,0,0,0,0,t,,
1409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2880,2880,1,1,0,0,0,t,,
1410,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2960,2960,0,1,0,0,0,v,,
1411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2282,2282,0,0,1,0,0,s,,
1412,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1346,1381,0,1,1,0,0,s,,
1413,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1968,1968,1,0,0,0,0,t,,
1414,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3522,3522,1,0,0,0,0,t,,
1415,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3125,3125,1,0,0,0,0,v,,
1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,687,687,0,1,1,0,0,v,,
1417,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3458,3458,0,1,0,0,0,v,,
1418,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2728,2728,0,0,0,0,0,t,,
1419,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,889,889,1,0,0,0,0,t,,
1420,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3433,3471,1,1,0,1,99,t,,
1421,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,192,0,0,0,0,0,s,,
1422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2779,2779,1,1,0,0,0,t,,
1423,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3528,3528,0,0,0,0,0,t,,
1424,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3390,3390,0,0,1,1,98,s,,
1425,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3061,3061,0,0,1,0,0,v,,
1426,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2142,3572,0,1,0,1,68,s,,
1427,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2873,3944,1,1,1,1,128,t,,
1428,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,553,553,0,0,0,0,0,t,,
1429,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2848,2848,0,0,0,0,0,t,,
1430,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1995,2010,1,0,1,1,117,s,,
1431,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3461,3461,1,1,0,1,198,t,,
1432,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3536,3536,1,0,0,0,0,s,,
1433,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1240,3620,0,1,0,1,271,t,,
1434,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,1,0,0,0,v,,
1435,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2324,2324,0,0,0,0,0,v,,
1436,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1044,1044,0,1,1,0,0,t,,
1437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1498,2758,0,1,1,1,162,v,,
1438,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3465,3465,0,0,0,0,0,v,,
1439,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,204,204,0,1,0,0,0,s,,
1440,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2955,2955,1,0,1,1,184,v,,
1441,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3619,3619,0,1,0,0,0,v,,
1442,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3430,3430,0,1,0,0,0,t,,
1443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1865,1871,1,0,1,0,0,t,,
1444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,751,751,0,1,0,1,43,s,,
1445,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3391,3391,0,1,0,0,0,t,,
1446,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3683,3683,0,1,1,0,0,t,,
1447,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2481,2481,1,1,0,1,130,s,,
1448,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3791,3791,0,0,0,1,198,t,,
1449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,120,120,1,1,0,0,0,s,,
1450,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2599,2599,1,0,0,1,149,v,,
1451,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1135,2121,1,1,0,1,281,v,,
1452,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,0,0,0,0,v,,
1453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4036,4036,0,1,1,1,129,t,,
1454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2186,2186,0,0,0,0,0,v,,
1455,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,520,3472,0,0,0,1,456,t,,
1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3552,3552,1,1,0,1,45,t,,
1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1091,1091,1,0,0,0,0,s,,
1458,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,567,567,1,1,1,1,139,s,,
1459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,167,167,1,0,0,1,43,s,,
1460,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2803,2803,0,0,0,0,0,t,,
1461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,3401,0,1,0,0,0,t,,
1462,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3745,3745,0,1,0,0,0,v,,
1463,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2697,2697,1,1,0,0,0,t,,
1464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,619,1416,1,1,1,1,43,t,,
1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,717,717,1,1,0,1,40,t,,
1466,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3311,3311,0,0,0,0,0,t,,
1467,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,27,27,1,0,0,0,0,v,,
1468,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2837,2837,0,0,0,0,0,s,,
1469,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1149,3094,1,0,0,1,411,t,,
1470,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2213,2213,0,0,0,1,65,t,,
1471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2879,2879,0,1,0,0,0,t,,
1472,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3405,3405,1,1,0,1,229,v,,
1473,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2900,2900,0,1,0,0,0,t,,
1474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1647,1647,1,1,0,1,267,s,,
1475,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3374,3375,1,1,0,1,34,t,,
1476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2305,2305,0,0,0,1,161,s,,
1477,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2856,2856,1,1,0,1,130,v,,
1478,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3600,3746,0,0,1,1,167,t,,
1479,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,519,2539,0,1,0,1,422,s,,
1480,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1752,1771,0,0,1,0,0,t,,
1481,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,1,1,0,0,0,v,,
1482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2961,2961,0,1,0,0,0,t,,
